RecordNo,Author,Year,LatinName,CommonName,Class,StudyPop,GroupID_global,GroupID_fitness_component,Origin,Sex,Age,FitnessProxy,FitnessDetails,FitnessMeasured,Behaviour,BehavCoding,BehavDetails,LevelBehav,LevelFit,Level_GroupID,NInd,Nobs,Analysis,df,dfeff,r_direct,r_method,sign,SignReversed,r,Zr,F,U,chi2,t,z,p,r2,CohenD,estimate,L95CI,U95CI,se,sd,OR,HR,a,Source,SuppMat/Data,Checked,Conditions,Comments,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,activity,continuous,distance flown on a flight mill,among,phenotypic,1,293,293,MCMC glmm,,,1,moiron,pos,1,,0.904,,,,,,,,,,,,-0.34,-5.819862541,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,distance walked in a novel environment,among,phenotypic,2,293,293,MCMC glmm,,,1,moiron,pos,1,,0.102,,,,,,,,,,,,-0.075,-1.283793208,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,rest time in a novel environment,among,phenotypic,3,293,293,MCMC glmm,,,1,moiron,neg,-1,,-0.082,,,,,,,,,,,,-0.083,-1.42073115,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,walk velocity in a novel environment,among,phenotypic,4,293,293,MCMC glmm,,,1,moiron,pos,1,,1.025,,,,,,,,,,,,-0.547,-9.363131794,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,stress,continuous,free fall; distance from center of arena after being dropped,among,phenotypic,5,293,293,MCMC glmm,,,1,moiron,neg,1,,-0.042,,,,,,,,,,,,-0.219,-3.748676166,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,boldness,continuous,death feigning; time taken for individual to re-start movement after disturbance,among,phenotypic,6,293,293,MCMC glmm,,,1,moiron,pos,-1,,0.096,,,,,,,,,,,,-0.084,-1.437848393,,,,moiron et al,1,1,,"sign kept as is to reflect anti-predator behaviour as opposed to boldness, which is what moiron et al used",
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,stress,continuous,body righting; time taken to regain ventral position in an arena,among,phenotypic,7,293,293,MCMC glmm,,,1,moiron,neg,1,,-0.075,,,,,,,,,,,,-0.222,-3.800027895,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,social behaviour,continuous,intraspecific interaction; time taken to reach kernel infested with heterospecific weevil,among,phenotypic,8,293,293,MCMC glmm,,,1,moiron,neg,-1,,-0.078,,,,,,,,,,,,-0.191,-3.269393369,,,,moiron et al,1,1,,"sign not reversed in Moiron et al, but reversed here such that high value=higher social behaviour",
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,social behaviour,continuous,interspecific interaction; time taken to reach kernel infested with conspecific weevil,among,phenotypic,9,293,293,MCMC glmm,,,1,moiron,pos,-1,,0.118,,,,,,,,,,,,-0.188,-3.218041641,,,,moiron et al,1,1,,"sign not reversed in Moiron et al, but reversed here such that high value=higher social behaviour",
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-195,E-195,l,f,a,survival,number of days surviving when exposed to pesticide,art,activity,continuous,number of wing beats in flight mill,among,phenotypic,10,293,293,MCMC glmm,,,1,moiron,pos,1,,0.071,,,,,,,,,,,,-0.088,-1.506317364,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,activity,continuous,distance flown on a flight mill,phenotypic,phenotypic,11,291,291,poisson glm,,,0,d to r,pos,1,0.0788,,,,,,,,,0.15813113,0.06296,,,0.02334,0.398150574,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,distance walked in a novel environment,phenotypic,phenotypic,12,291,291,poisson glm,,,0,d to r,neg,1,-0.0077,,,,,,,,,-0.015456613,-0.00002845,,,0.0001079,0.001840636,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,rest time in a novel environment,phenotypic,phenotypic,13,291,291,poisson glm,,,0,d to r,neg,-1,-0.1066,,,,,,,,,0.214370145,0.0007972,,,0.000218,0.003718801,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,walk velocity in a novel environment,phenotypic,phenotypic,14,291,291,poisson glm,,,0,d to r,neg,1,-0.0286,,,,,,,,,-0.05718813,-0.07583,,,0.07773,1.32597447,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,stress,continuous,free fall; distance from center of arena after being dropped,phenotypic,phenotypic,15,291,291,poisson glm,,,0,d to r,neg,1,-0.4195,,,,,,,,,-0.924357428,-0.087404,,,0.005543,0.094556497,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,boldness,continuous,death feigning; time taken for individual to re-start movement after disturbance,phenotypic,phenotypic,16,291,291,poisson glm,,,0,d to r,neg,-1,-0.2793,,,,,,,,,0.581823417,0.0033289,,,0.0003354,0.005721495,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,stress,continuous,body righting; time taken to regain ventral position in an arean,phenotypic,phenotypic,17,291,291,poisson glm,,,0,d to r,pos,1,0.4219,,,,,,,,,0.930608981,0.043434,,,0.002736,0.046672664,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,social behaviour,continuous,intraspecific interaction; time taken to reach kernel infested with heterospecific weevil,phenotypic,phenotypic,18,291,291,poisson glm,,,0,d to r,pos,-1,0.3045,,,,,,,,,-0.665227498,-0.032909,,,0.0029,0.049470294,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,social behaviour,continuous,interspecific interaction; time taken to reach kernel infested with conspecific weevil,phenotypic,phenotypic,19,291,291,poisson glm,,,0,d to r,pos,-1,0.1827,,,,,,,,,-0.371598997,-0.020494,,,0.003233,0.055150849,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,activity,continuous,number of wing beats in flight mill,phenotypic,phenotypic,20,291,291,poisson glm,,,0,d to r,neg,1,-0.1609,,,,,,,,,-0.326118091,-0.009513,,,0.00171,0.029170415,,,,raw data,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,activity,continuous,distance flown on a flight mill,among,phenotypic,11,291,291,MCMC glmm,,,1,moiron,pos,1,,0.067,,,,,,,,,,,,-0.58,,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,distance walked in a novel environment,among,phenotypic,12,291,291,MCMC glmm,,,1,moiron,neg,1,,-0.046,,,,,,,,,,,,-0.075,,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,rest time in a novel environment,among,phenotypic,13,291,291,MCMC glmm,,,1,moiron,neg,-1,,-0.072,,,,,,,,,,,,-0.081,,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,exploration,continuous,walk velocity in a novel environment,among,phenotypic,14,291,291,MCMC glmm,,,1,moiron,pos,1,,0.331,,,,,,,,,,,,-0.544,,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,stress,continuous,free fall; distance from center of arena after being dropped,among,phenotypic,15,291,291,MCMC glmm,,,1,moiron,neg,1,,-0.25,,,,,,,,,,,,-0.196,,,,,moiron et al,1,1,,,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,boldness,continuous,death feigning; time taken for individual to re-start movement after disturbance,among,phenotypic,16,291,291,MCMC glmm,,,1,moiron,pos,-1,,0.159,,,,,,,,,,,,-0.08,,,,,moiron et al,1,1,,"sign kept as is presented in paper to represent anti-predator behaviour as opposed to boldness, which is what was done in moiron et al",
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,stress,continuous,body righting; time taken to regain ventral position in an area,among,phenotypic,17,291,291,MCMC glmm,,,1,moiron,pos,1,,0.197,,,,,,,,,,,,-0.2,,,,,moiron et al,1,1,,high value indicate slow body righting=high stress,
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,social behaviour,continuous,intraspecific interaction; time taken to reach kernel infested with heterospecific weevil,among,phenotypic,18,291,291,MCMC glmm,,,1,moiron,pos,-1,,0.25,,,,,,,,,,,,-0.144,,,,,moiron et al,1,1,,"sign not reversed in Moiron et al, but reversed here such that high value=higher social behaviour",
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,social behaviour,continuous,interspecific interaction; time taken to reach kernel infested with conspecific weevil,among,phenotypic,19,291,291,MCMC glmm,,,1,moiron,pos,-1,,0.15,,,,,,,,,,,,-0.162,,,,,moiron et al,1,1,,"sign not reversed in Moiron et al, but reversed here such that high value=higher social behaviour",
325,Morales,2013,Sitophilus zeamais,maize weevil,Insecta,Brazil,E-196,E-196,l,m,a,survival,number of days surviving when exposed to pesticide,art,activity,continuous,number of wing beats in flight mill,among,phenotypic,20,291,291,MCMC glmm,,,1,moiron,neg,1,,-0.097,,,,,,,,,,,,-0.086,,,,,moiron et al,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-201,E-201,w,f,a,survival,longevity (days) once brought to the lab,art,exploration,continuous,initial time active when placed in a novel environment,phenotypic,phenotypic,1,62,32,poisson glmm,,,0,marginal R2,pos,1,0.009305016,,,,,,,,8.66E-05,,,,,,,,,,raw data,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-201,E-201,w,f,a,survival,longevity (days) once brought to the lab,art,exploration,continuous,initial time active when placed in a novel environment,among,phenotypic,1,62,32,MCMC glmm,,,1,moiron,neg,1,,-0.276,,,,,,,,,,,,-0.16,,,,,moiron et al,1,1,,"confirmed Maria had error, and sign should not be switched",
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-201,E-201,w,f,a,survival,longevity (days) once brought to the lab,art,aggression,continuous,aggression during staged interactions with same-sex conspecifics,phenotypic,phenotypic,2,64,32,poisson glmm,,,0,marginal R2,neg,1,-0.016004459,,,,,,,,0.000256143,,,,,,,,,,raw data,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-201,E-201,w,f,a,survival,longevity (days) once brought to the lab,art,aggression,continuous,aggression during staged interactions with same-sex conspecifics,among,phenotypic,2,64,32,MCMC glmm,,,1,moiron,neg,1,,-0.329,,,,,,,,,,,,-0.172,,,,,moiron et al,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-201,E-201,w,f,a,survival,longevity (days) once brought to the lab,art,boldness,continuous,duration of death feigning when probed,phenotypic,phenotypic,0,62,32,poisson glmm,,,0,marginal R2,neg,-1,-0.014306652,,,,,,,,0.00020468,,,,,,,,,,raw data,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-201,E-201,w,f,a,survival,longevity (days) once brought to the lab,art,foraging,continuous,voracity: measure of time to attack a second prey item-time to attack 1st prey item,phenotypic,phenotypic,0,42,22,poisson glmm,,,0,marginal R2,neg,-1,-0.004785091,,,,,,,,2.29E-05,,,,,,,,,,raw data,1,1,,flipped such that higher values represent higher voracity,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-201,E-201,w,f,a,repro,number of viable egg sacs produced,art,exploration,continuous,latency to resume moving following first halt,phenotypic,phenotypic,0,62,32,poisson glmm,,,0,marginal R2,pos,-1,0.004336295,,,,,,,,1.88E-05,,,,,,,,,,raw data,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-201,E-201,w,f,a,repro,number of viable egg sacs produced,art,boldness,continuous,duration of death feigning when probed,phenotypic,phenotypic,0,64,33,poisson glmm,,,0,marginal R2,neg,-1,-0.002398793,,,,,,,,5.75E-06,,,,,,,,,,raw data,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-201,E-201,w,f,a,repro,number of viable egg sacs produced,art,aggression,continuous,aggression during staged interactions with same-sex conspecifics,phenotypic,phenotypic,0,66,33,poisson glmm,,,0,marginal R2,pos,1,0.009380612,,,,,,,,8.80E-05,,,,,,,,,,raw data,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-202,E-202,w,m,a,survival,longevity (days) once brought to the lab,art,exploration,continuous,initial time active when placed in a novel environment,phenotypic,phenotypic,3,39,20,poisson glmm,,,0,marginal R2,neg,1,-0.024068573,,,,,,,,0.000579296,,,,,,,,,,raw data,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-202,E-202,w,m,a,survival,longevity (days) once brought to the lab,art,exploration,continuous,initial time active when placed in a novel environment,among,phenotypic,3,39,20,MCMC glmm,,,1,moiron,neg,1,,-0.226,,,,,,,,,,,,-0.234,,,,,moiron et al,1,1,,"confirmed Maria had error, and sign should not be switched",
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-202,E-202,w,m,a,survival,longevity (days) once brought to the lab,art,exploration,continuous,latency to resume moving following first halt,phenotypic,phenotypic,4,39,20,poisson glmm,,,0,marginal R2,pos,-1,0.004120208,,,,,,,,1.70E-05,,,,,,,,,,raw data,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-202,E-202,w,m,a,survival,longevity (days) once brought to the lab,art,exploration,continuous,latency to resume moving following first halt,among,phenotypic,4,39,20,MCMC glmm,,,1,moiron,pos,-1,,0.436,,,,,,,,,,,,-0.362,,,,,moiron et al,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-202,E-202,w,m,a,survival,longevity (days) once brought to the lab,art,aggression,continuous,aggression during staged interactions with same-sex conspecifics,phenotypic,phenotypic,5,40,20,poisson glmm,,,0,marginal R2,neg,1,-0.0107764,,,,,,,,0.000116131,,,,,,,,,,raw data,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-202,E-202,w,m,a,survival,longevity (days) once brought to the lab,art,aggression,continuous,aggression during staged interactions with same-sex conspecifics,among,phenotypic,5,40,20,MCMC glmm,,,1,moiron,neg,1,,-0.254,,,,,,,,,,,,-0.24,,,,,moiron et al,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-202,E-202,w,m,a,survival,longevity (days) once brought to the lab,art,boldness,continuous,duration of death feigning when probed,phenotypic,phenotypic,6,39,20,poisson glmm,,,0,marginal R2,pos,-1,0.005013202,,,,,,,,2.51E-05,,,,,,,,,,raw data,1,1,,,
326,Kralj-Fiser,2017,Zygiella x-notata,orb-weaving spider,Arachnida,Germany,E-202,E-202,w,m,a,survival,longevity (days) once brought to the lab,art,boldness,continuous,duration of death feigning when probed,among,phenotypic,6,39,20,MCMC glmm,,,1,moiron,pos,-1,,0.436,,,,,,,,,,,,-0.266,,,,,moiron et al,1,1,,,
328,Niemela,2019,Gryllus bimaculatus,field cricket,Insecta,Germany,E-197,E-197,l,m,a,survival,number of days surviving past experiment,art,exploration,continuous,distance moved in novel environment,phenotypic,phenotypic,1,39,109,poisson glmer,,,0,d to r,neg,1,-0.0397,,,,,,,,,-0.079459852,-0.0166,,,0.02001,0.208910533,,,,raw data,1,1,treatment: high temp as adults,adult high,
328,Niemela,2019,Gryllus bimaculatus,field cricket,Insecta,Germany,E-190,E-190,l,m,a,survival,number of days surviving past experiment,art,exploration,continuous,distance moved in novel environment,phenotypic,phenotypic,2,45,119,poisson glmer,,,0,d to r,neg,1,-0.007,,,,,,,,,-0.014009712,-0.00254,,,0.01662,0.181302795,,,,raw data,1,1,treatment: low temp as adults,adult low,
